post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Mon Jun 17 21:09:37 +0000 2019,Thanks @PoppyHarlowCNN - really enjoyed our wide-ranging conversation and appreciate you coming to Oklahoma! https://t.co/Hles9PMKTE https://t.co/kAxju0ZUsN,186,1,1,0,1,0,21,0,thanks poppyharlowcnn really enjoyed wideranging conversation appreciate coming oklahoma,0.8479,0.605,0.395,0.0
Fri Jun 14 23:23:37 +0000 2019,Also had a fun afternoon with 4H’ers @Oklahoma4H learning about their projects and doing a bit of coding:) https://t.co/MHvRgUaYT5,185,1,2,1,1,0,23,0,also fun afternoon 4hers oklahoma4h learning projects bit coding,0.5106,0.292,0.708,0.0
Fri Jun 14 23:00:58 +0000 2019,"Amazing day in Oklahoma yesterday where we announced the expansion of our data center in Mayes County and our @googleorg grant to @4H. Special thanks to @GovStitt, Mayor Larry Lees, @JSirangelo and all of our guests for joining us, and for everyone’s warm Southern hospitality! https://t.co/MF7SLFpohC",121,1,2,1,1,0,23,0,amazing day oklahoma yesterday announced expansion data center mayes county googleorg grant 4h special thanks govstitt mayor larry lees jsirangelo guests joining us everyones warm southern hospitality,0.9153,0.385,0.615,0.0
Fri Jun 14 21:38:50 +0000 2019,@JSirangelo @Oklahoma4H @4H Really enjoyed meeting and spending time with 4H’ers in Oklahoma yesterday. We’re proud to partner with @4H to bring computer science education to more kids across the country. Thank you for all that you do! Love the soccer ball:),11,1,1,0,1,0,21,0,jsirangelo oklahoma4h 4h really enjoyed meeting spending time 4hers oklahoma yesterday proud partner 4h bring computer science education kids across country thank love soccer ball,0.9245,0.389,0.611,0.0
Fri Jun 14 21:37:16 +0000 2019,"@GovStitt @Google Thank you @GovStitt for joining us, and for your leadership and vision in making Oklahoma a great place to innovate and build businesses. We’re grateful for the partnership and happy to be expanding our presence here.",23,1,1,0,1,0,21,0,govstitt google thank govstitt joining us leadership vision making oklahoma great place innovate build businesses grateful partnership happy expanding presence,0.9552,0.569,0.431,0.0
Thu Jun 13 17:21:59 +0000 2019,"This morning in Oklahoma, we announced a $600 million investment to expand our data center in Pryor and a $6M grant to @4H to bring computer science education to young people across the country. https://t.co/15Yrg2pznD",525,1,1,0,1,0,17,0,morning oklahoma announced 600 million investment expand data center pryor 6m grant 4h bring computer science education young people across country,0.5859,0.202,0.798,0.0
Thu Jun 13 00:56:38 +0000 2019,@RepDelBene Great discussion today - excited to see how the #USMCA will empower small businesses with digital tools across North America and beyond. Thanks again to @RepDelBene &amp; @RepLaHood for hosting!,12,1,1,0,1,0,0,1,repdelbene great discussion today excited see usmca empower small businesses digital tools across north america beyond thanks repdelbene amp replahood hosting,0.8555,0.343,0.657,0.0
Wed Jun 12 21:30:29 +0000 2019,@RepLaHood Thank you @replahood &amp; @repdelbene for a great discussion today - look forward to working together to bring digital trade and export opportunities to businesses across the US,15,1,1,0,1,0,21,0,replahood thank replahood amp repdelbene great discussion today look forward working together bring digital trade export opportunities businesses across us,0.8481,0.351,0.649,0.0
Mon May 20 15:10:31 +0000 2019,"At #io19, we previewed our @GoogleAI efforts to help detect lung cancer. Today we’re publishing our work in @NatureMedicine showing how these methods could boost chances of survival for many people at risk around the world  https://t.co/bH0D502J6g",629,1,1,0,1,0,15,1,io19 previewed googleai efforts help detect lung cancer today publishing work naturemedicine showing methods could boost chances survival many people risk around world,-0.0772,0.227,0.568,0.205
Thu May 16 17:13:32 +0000 2019,"This Global Accessibility Awareness Day, we're announcing updates to Live Transcribe, a tool that provides real-time transcriptions on Android. It'll soon show sound events - like a knock on the door - and enable transcripts to be saved on device. #GAAD https://t.co/hMltPZ2S75",303,1,1,0,1,0,17,1,global accessibility awareness day announcing updates live transcribe tool provides realtime transcriptions android itll soon show sound events like knock door enable transcripts saved device gaad,0.6486,0.181,0.819,0.0
Tue May 14 08:09:23 +0000 2019,"Last week at #io19, we talked about our focus on building products that are private and secure for everyone. Today, we’re excited to open our Safety Engineering Center in Munich, Germany -- serving as a new global hub for privacy and safety engineering. https://t.co/ggxodjBBQa",258,1,1,0,1,0,8,1,last week io19 talked focus building products private secure everyone today excited open safety engineering center munich germany serving new global hub privacy safety engineering,0.8555,0.331,0.669,0.0
Mon May 13 13:47:28 +0000 2019,"In 2018, our search and advertising tools helped generate $335 billion in economic activity for millions of US businesses, nonprofits &amp; publishers. We’re proud to support local businesses across the country to use the power of the web to grow and thrive. https://t.co/O7IOqYDxds",252,1,1,0,1,0,13,0,2018 search advertising tools helped generate 335 billion economic activity millions us businesses nonprofits amp publishers proud support local businesses across country use power web grow thrive,0.7003,0.188,0.812,0.0
Fri May 10 01:49:59 +0000 2019,#io19 is a wrap and a big thanks to all who joined us in person and online! Was so glad I got to meet some of you at Shoreline - I’m inspired by your stories and can’t wait to see what you build next:) https://t.co/2ODXw4iNPg,365,1,2,1,1,0,1,1,io19 wrap big thanks joined us person online glad got meet shoreline inspired stories cant wait see build next,0.8442,0.363,0.637,0.0
Thu May 09 16:04:11 +0000 2019,"#GrowWithGoogle has now helped train 10M people in digital skills across Europe, Middle East &amp; Africa since 2017. It's a great milestone and we will continue our work helping people learn new digital skills, find jobs and grow their businesses. https://t.co/MWBctL7QUE",226,1,1,0,1,0,16,1,growwithgoogle helped train 10m people digital skills across europe middle east amp africa since 2017 great milestone continue work helping people learn new digital skills find jobs grow businesses,0.743,0.189,0.811,0.0
Tue May 07 22:13:22 +0000 2019,"RT @backlon: Here ’tis, my Pixel 3A and 3A XL review.

They’re super super good at $400.

https://t.co/wmpps8LC2u",160,1,1,0,1,0,22,0,rt backlon tis pixel 3a 3a xl review theyre super super good 400,0.8934,0.517,0.483,0.0
Tue May 07 22:03:27 +0000 2019,@LanceUlanoff @bts_bighit Yolo!,4429,1,1,0,1,0,22,0,lanceulanoff btsbighit yolo,0.2732,0.512,0.488,0.0
Tue May 07 21:55:53 +0000 2019,"@pierce Agreed, the experience could be much better. We'll be working on it.",19,1,1,0,1,0,21,0,pierce agreed experience could much better well working,0.7269,0.587,0.413,0.0
Tue May 07 18:53:03 +0000 2019,"Today at #io19 we talked about our vision for building a more helpful Google for everyone: our efforts on AI, Google Search &amp; the Assistant, Android, privacy &amp; security, accessibility &amp; more - of course, new devices for you to check out too:) https://t.co/UENWfmYWW9",879,1,1,0,1,0,18,1,today io19 talked vision building helpful google everyone efforts ai google search amp assistant android privacy amp security accessibility amp course new devices check,0.7351,0.255,0.745,0.0
Tue May 07 16:35:24 +0000 2019,It’s almost time…watch the I/O keynote live here at 10:00am PT...#io19 https://t.co/Tv6Z97Yudc https://t.co/u00d8t8888,543,1,2,1,1,0,16,0,almost timewatch io keynote live 1000am ptio19,0.0,0.0,1.0,0.0
Mon May 06 23:25:35 +0000 2019,"To all the educators that go above and beyond each and every day, happy #TeacherAppreciationWeek! Today we're making $5 million in grants from @googleorg to match donations through @donorschoose, a nonprofit org that helps teachers get funding for classroom resources &amp; projects https://t.co/hW2QV8wiQ4",287,1,1,0,1,0,23,1,educators go beyond every day happy teacherappreciationweek today making 5 million grants googleorg match donations donorschoose nonprofit org helps teachers get funding classroom resources amp projects,0.802,0.272,0.728,0.0
Thu Apr 11 17:06:18 +0000 2019,"@SusanWojcicki @mipaltan @lionsdenkxip So jealous, you have no idea! That inning by @KieronPollard55 !! What a great atmosphere and incredible finish to the match:)",161,1,1,0,1,0,17,0,susanwojcicki mipaltan lionsdenkxip jealous idea inning kieronpollard55 great atmosphere incredible finish match,0.2732,0.24,0.585,0.175
Thu Apr 11 01:37:09 +0000 2019,"Your Android phone can now be your security key for 2-step verification - it’s built into devices running Android 7.0+, making it easier to log into your Google Account securely https://t.co/jDUgGp1An1",350,1,1,0,1,0,1,0,android phone security key 2step verification built devices running android 70 making easier log google account securely,0.765,0.352,0.648,0.0
Thu Apr 11 01:00:35 +0000 2019,RT @Google: ✨Space-cial #GoogleDoodle Alert✨ https://t.co/eCwFjcGkJD,702,1,2,1,1,0,1,1,rt google spacecial googledoodle alert,0.296,0.355,0.645,0.0
Wed Apr 10 15:31:40 +0000 2019,What an incredible effort by @ehtelescope scientists to capture the first black hole image - huge congrats! https://t.co/2zHuTz85wm,333,1,1,0,1,0,15,0,incredible effort ehtelescope scientists capture first black hole image huge congrats,0.6908,0.388,0.612,0.0
Wed Apr 10 04:05:21 +0000 2019,"In just over a year into our @Googleorg partnership with @GoodwillIntl, we've helped a quarter of a million Americans learn new digital skills, and 27,000 people find a job. #GrowWithGoogle https://t.co/tfqxKixJmh",118,1,1,0,1,0,4,1,year googleorg partnership goodwillintl weve helped quarter million americans learn new digital skills 27000 people find job growwithgoogle,0.0,0.0,1.0,0.0
Tue Apr 09 16:33:02 +0000 2019,"Today at #GoogleNext19, we unveiled our vision for a more helpful Cloud. Anthos brings together the simplicity of open-source platforms, Google’s deep technical and security expertise, and the freedom to choose the right cloud partner for the job https://t.co/IHOYuoEcBO",463,1,1,0,1,0,16,1,today googlenext19 unveiled vision helpful cloud anthos brings together simplicity opensource platforms googles deep technical security expertise freedom choose right cloud partner job,0.886,0.375,0.625,0.0
Mon Apr 08 17:28:47 +0000 2019,"#GrowWithGoogle coming to NYC: for the next five months, our new classroom space in Chelsea will be open for anyone to learn digital skills to find jobs, advance their career, and grow their business https://t.co/i37tKVM7wN",208,1,1,0,1,0,17,1,growwithgoogle coming nyc next five months new classroom space chelsea open anyone learn digital skills find jobs advance career grow business,0.0,0.0,1.0,0.0
Mon Apr 01 15:02:57 +0000 2019,"Gmail turns 15 today, no joke:) Thank you to our 1.5B+ users around the world for all of your support! #HBDGmail https://t.co/4qn9tqw8Y4",1481,1,1,0,1,0,15,1,gmail turns 15 today joke thank 15b users around world support hbdgmail,0.7506,0.451,0.549,0.0
Wed Mar 27 13:21:56 +0000 2019,"Congrats to Geoff Hinton, Yoshua Bengio &amp; Yann LeCun on winning this year's Turing Award. Their groundbreaking work on deep neural networks has transformed not just computing and AI, but nearly every other scientific field today https://t.co/EMJvX9UUip",624,1,1,0,1,0,13,0,congrats geoff hinton yoshua bengio amp yann lecun winning years turing award groundbreaking work deep neural networks transformed computing ai nearly every scientific field today,0.8834,0.319,0.681,0.0
Thu Mar 21 17:06:10 +0000 2019,Today's #googledoodle is the first ever to be powered by #GoogleAI! Pretty to fun to try out and see how AI and humans can be creative together:) More on the ML model that powers the #BachDoodle: https://t.co/1CC0iFuKiN https://t.co/d5c5ESSIwB,919,1,1,0,1,0,17,3,todays googledoodle first ever powered googleai pretty fun try see ai humans creative together ml model powers bachdoodle,0.8555,0.385,0.615,0.0
Wed Mar 20 04:26:11 +0000 2019,"RT @claybavor: I doubt that there is any string of search keywords that would get you to the answer of what kind of car this is.

(It's a v…",137,1,1,0,1,0,4,0,rt claybavor doubt string search keywords would get answer kind car v,0.2263,0.228,0.604,0.168
Tue Mar 19 18:34:33 +0000 2019,"This morning at #GDC2019 we unveiled @GoogleStadia: together with the game community of players, viewers and developers, we can create a new games experience powered by the best of Google and built for everyone https://t.co/RDsucuvIcM https://t.co/aRoCwwAkVg",989,1,2,1,1,0,18,1,morning gdc2019 unveiled googlestadia together game community players viewers developers create new games experience powered best google built everyone,0.743,0.27,0.73,0.0
Wed Mar 13 16:57:50 +0000 2019,"The new Lookout app helps blind or visually impaired people by verbally describing the words, objects, people, etc that are around them. Very proud to see our #googleAI work applied to help users in this way https://t.co/7Bjt4RvKip",597,1,1,0,1,0,16,1,new lookout app helps blind visually impaired people verbally describing words objects people etc around proud see googleai work applied help users way,0.6908,0.279,0.631,0.09
Wed Mar 13 08:02:41 +0000 2019,RT @VentureBeat: Gboard on Pixel phones now uses an on-device neural network for speech recognition https://t.co/yYV8UZsG8n by @Kyle_L_Wigg…,68,1,1,0,1,0,8,0,rt venturebeat gboard pixel phones uses ondevice neural network speech recognition kylelwigg,0.0,0.0,1.0,0.0
Mon Mar 11 16:22:28 +0000 2019,"At I/O last year, gave an update on our #GoogleAI work in detecting diabetic retinopathy. Very encouraged by the continued progress in our efforts, particularly in India https://t.co/YjnZIs4wNa",467,1,1,0,1,0,16,1,io last year gave update googleai work detecting diabetic retinopathy encouraged continued progress efforts particularly india,0.6486,0.275,0.725,0.0
Sat Mar 09 07:52:52 +0000 2019,"RT @LorraineTwohill: Digital rights are women’s rights, and women’s rights are digital rights. I firmly believe that. Thank you to the @UN…",121,1,1,0,1,0,7,0,rt lorrainetwohill digital rights womens rights womens rights digital rights firmly believe thank un,0.3612,0.161,0.839,0.0
Fri Mar 08 11:47:42 +0000 2019,"Earlier this week, we launched #Bolo in India: a reading tutor app powered by #GoogleAI text-to-speech &amp; speech recognition. Had the chance to visit some students today who are learning to read using Bolo, excited for all the great books they’ll discover! https://t.co/HVwZe4SAMk https://t.co/H6vVYD8SNV",824,1,2,1,1,0,11,2,earlier week launched bolo india reading tutor app powered googleai texttospeech amp speech recognition chance visit students today learning read using bolo excited great books theyll discover,0.8402,0.303,0.697,0.0
Fri Mar 08 09:06:15 +0000 2019,"In Mumbai today and happy to celebrate #IWD2019 with the India chapter of Women@Google at their “I Am Remarkable” event. Thank you for inspiring me with your stories about the experiences, challenges and triumphs of being women in tech. https://t.co/0W8eXVFk3c",351,1,2,1,1,0,9,1,mumbai today happy celebrate iwd2019 india chapter womengoogle remarkable event thank inspiring stories experiences challenges triumphs women tech,0.9618,0.652,0.348,0.0
Wed Mar 06 20:09:49 +0000 2019,"TensorFlow Privacy, using techniques based on  differential privacy, will make it easier for developers to train ML models with privacy and better protect users' data in their AI development. #GoogleAI https://t.co/niG8Q6nyye",296,1,1,0,1,0,20,1,tensorflow privacy using techniques based differential privacy make easier developers train ml models privacy better protect users data ai development googleai,0.8074,0.316,0.684,0.0
Sat Mar 02 04:44:40 +0000 2019,RT @SusanWojcicki: Great to see so many familiar @YouTube @Google faces today at the #LWTSummit! https://t.co/JUdARgkVsH,67,1,2,1,1,0,4,1,rt susanwojcicki great see many familiar youtube google faces today lwtsummit,0.6249,0.291,0.709,0.0
Tue Feb 26 17:36:06 +0000 2019,"we’ve been applying ML to better predict and optimize the output of energy at some of our wind farms, boosting its value by 20%. Early results suggest that we can use these algorithms to make wind power more predictable and valuable, exciting to see real-world applications of AI https://t.co/WyW43UIdcQ",677,1,1,0,1,0,17,0,weve applying ml better predict optimize output energy wind farms boosting value 20 early results suggest use algorithms make wind power predictable valuable exciting see realworld applications ai,0.9538,0.479,0.521,0.0
Mon Feb 25 06:04:43 +0000 2019,"RT @harrymccracken: Pssst, this @JRRaphael extravaganza just went live and will change how you think about Google Search. https://t.co/MeBy…",79,1,1,0,1,0,6,0,rt harrymccracken pssst jrraphael extravaganza went live change think google search,0.0,0.0,1.0,0.0
Wed Feb 13 18:04:04 +0000 2019,"Today we’re announcing that Google will be investing $13 billion in offices and data centers in the US this year. With this new investment, we’ll now have a home in 24 total states, including data centers in 13 communities. https://t.co/IPZJNPXp5l",954,1,1,0,1,0,18,0,today announcing google investing 13 billion offices data centers us year new investment well home 24 total states including data centers 13 communities,0.2732,0.087,0.913,0.0
Wed Feb 13 08:49:08 +0000 2019,"Philippines is the 6th country where we'll be launching Google Station, bringing free wifi to 50 locations in the country by the end of this month so that more users can have reliable, high quality access to the internet #Google4PH https://t.co/u6aEhDpxmd",388,1,1,0,1,0,8,1,philippines 6th country well launching google station bringing free wifi 50 locations country end month users reliable high quality access internet google4ph,0.6597,0.213,0.787,0.0
Tue Feb 12 17:48:05 +0000 2019,A Cleveland church that once worked with MLK is now working to close the digital divide in black communities. Proud to partner with organizations across the country to help provide digital skills training for everyone. #BlackHistoryMonth #GrowWithGoogle https://t.co/dhwHSdrzsn,121,1,1,0,1,0,17,2,cleveland church worked mlk working close digital divide black communities proud partner organizations across country help provide digital skills training everyone blackhistorymonth growwithgoogle,0.7003,0.216,0.784,0.0
Thu Feb 07 20:10:02 +0000 2019,"Another example of #GoogleAI working at scale to help and protect our users: with our ML models and @TensorFlow, we're now able to detect and block an additional 100M spam messages per day in @gmail https://t.co/MwNqSwJVCz",347,1,1,0,1,0,20,1,another example googleai working scale help protect users ml models tensorflow able detect block additional 100m spam messages per day gmail,-0.0258,0.191,0.614,0.195
Tue Feb 05 21:11:14 +0000 2019,"Today, we’re introducing two new updates that will help keep your data secure: Password Checkup, a Chrome extension that helps protect your accounts from third party data breaches, and a new feature called Cross Account Protection #saferinternetday
https://t.co/L4JSztM69Q https://t.co/CuHKYF1Ghh",971,1,2,1,1,0,21,1,today introducing two new updates help keep data secure password checkup chrome extension helps protect accounts third party data breaches new feature called cross account protection saferinternetday,0.9001,0.371,0.629,0.0
Mon Feb 04 16:52:00 +0000 2019,RT @LaurenGoode: Google’s newest apps offer live transcriptions and sound amplification for the deaf and hard-of-hearing. While the apps wo…,183,1,1,0,1,0,16,0,rt laurengoode googles newest apps offer live transcriptions sound amplification deaf hardofhearing apps wo,0.0,0.0,1.0,0.0
Fri Feb 01 19:16:13 +0000 2019,🦉😉 https://t.co/CWtsZtqLU0,413,1,1,0,1,0,19,0,,0.0,0.0,0.0,0.0
Fri Jan 25 23:03:11 +0000 2019,Glad the transmission was received:) See you at Shoreline Amphitheatre May 7-9 for this year's I/O! #io19 https://t.co/CXWpQR4Eza,1176,1,2,1,1,0,23,1,glad transmission received see shoreline amphitheatre may 79 years io io19,0.4588,0.231,0.769,0.0
Tue Jan 22 23:36:42 +0000 2019,Thrilled to celebrate the opening of our new #Berlin office! (And shout out to Berlin-based artist Roman Lipski for his cool mural created with the help of #AI) https://t.co/EKH797cMEK,274,1,2,1,1,0,23,2,thrilled celebrate opening new berlin office shout berlinbased artist roman lipski cool mural created help ai,0.9118,0.553,0.447,0.0
Tue Jan 22 18:46:03 +0000 2019,"So happy to be back in Germany! First stop was a chat with the students @TUBerlin about AI and responsible innovation. Thanks so much for having me, and for all of your thoughtful questions - sorry we didn't have time to get to all 300 of them!:) https://t.co/FF7ca72IaK",329,1,2,1,1,0,18,0,happy back germany first stop chat students tuberlin ai responsible innovation thanks much thoughtful questions sorry didnt time get 300,0.891,0.461,0.425,0.114
Mon Jan 21 22:12:47 +0000 2019,"Great discussion with leaders from across Central &amp; Eastern Europe about the region’s potential as Digital Challengers. Google is committed to supporting them: we're investing $20M by 2020 in programs &amp; training to help people grow their skills, careers and businesses. https://t.co/UpJxUuYD5L",333,1,2,1,1,0,22,0,great discussion leaders across central amp eastern europe regions potential digital challengers google committed supporting investing 20m 2020 programs amp training help people grow skills careers businesses,0.9042,0.375,0.625,0.0
Mon Jan 21 15:49:14 +0000 2019,"@PremierRP @MorawieckiM @Google Thank you Prime Minister @MorawieckiM for our discussion about the opportunities that technology brings, and how we can work together to ensure that it serves everyone",24,1,1,0,1,0,15,0,premierrp morawieckim google thank prime minister morawieckim discussion opportunities technology brings work together ensure serves everyone,0.7717,0.372,0.628,0.0
Mon Jan 21 15:12:12 +0000 2019,"Today our doodle honors the life and work of Dr. Martin Luther King, Jr. Special thanks to guest artist Xia Gordon (@carefulblackgrl) for her beautiful artwork. #MLKDay https://t.co/5zkJGrwRtW",272,1,1,0,1,0,15,1,today doodle honors life work dr martin luther king jr special thanks guest artist xia gordon carefulblackgrl beautiful artwork mlkday,0.9153,0.444,0.556,0.0
Wed Jan 16 05:23:25 +0000 2019,Great summary of our Research and AI work in 2018 from @JeffDean and @GoogleAI https://t.co/dunp1pQzeQ,202,1,1,0,1,0,5,0,great summary research ai work 2018 jeffdean googleai,0.6249,0.369,0.631,0.0
Tue Jan 08 05:27:36 +0000 2019,So great to have @JimmyFallon @KermitTheFrog @MandyRheaWrites as our guest judges for #DoodleForGoogle this year! Also check out 2018 US winner 1st grader Sarah Gomez-Lane's doodle live on our homepage right now:) https://t.co/JXKR1qYoK7,113,1,1,0,1,0,5,1,great jimmyfallon kermitthefrog mandyrheawrites guest judges doodleforgoogle year also check 2018 us winner 1st grader sarah gomezlanes doodle live homepage right,0.836,0.294,0.706,0.0
Mon Jan 07 07:28:32 +0000 2019,"Nice in depth look from the Times on @demishassabis and @DeepMindAI effort, excited at the progress around AlphaZero and AlphaFold! https://t.co/AkLqlvLUnl",220,1,1,0,1,0,7,0,nice depth look times demishassabis deepmindai effort excited progress around alphazero alphafold,0.7906,0.471,0.529,0.0
Thu Dec 20 19:24:27 +0000 2018,"The First Step Act is an important moment in reforming our criminal justice system to ensure it’s equal, consistent and fair for everyone. Google &amp; @googleorg have long backed efforts to improve the system - more to be done, but encouraging news! https://t.co/JVdz3hS1Sz",220,1,1,0,1,0,19,0,first step act important moment reforming criminal justice system ensure equal consistent fair everyone google amp googleorg long backed efforts improve system done encouraging news,0.9022,0.462,0.449,0.09
Thu Dec 13 20:54:21 +0000 2018,"In Sept, a fire struck the National Museum of Brazil, home to one of the largest collections of natural history in the world. An estimated 20M pieces were lost. Through partnership w/ @MuseuNacional, we’re proud to help bring the lost collection online https://t.co/LuANOZ6us0",293,1,1,0,1,0,20,0,sept fire struck national museum brazil home largest collections natural history world estimated 20m pieces lost partnership w museunacional proud help bring lost collection online,0.0772,0.242,0.496,0.262
Wed Dec 12 08:05:31 +0000 2018,"In a year of ups and downs, the world searched for ""good"" more than ever before. Here’s to all the good moments from 2018 and all the people who searched for them. #YearInSearch https://t.co/hj2FnX4mR4",1460,1,1,0,1,0,8,1,year ups downs world searched good ever heres good moments 2018 people searched yearinsearch,0.7003,0.326,0.674,0.0
Wed Dec 05 03:51:00 +0000 2018,"RT @Jacqfuller: With @GoogleOrg's $2M grant, @TLM will expand their program to prepare incarcerated individuals for successful re-entry to…",48,1,1,0,1,0,3,0,rt jacqfuller googleorgs 2m grant tlm expand program prepare incarcerated individuals successful reentry,0.8225,0.462,0.538,0.0
Tue Dec 04 02:47:26 +0000 2018,"At Google, our best stuff comes not from 'lone inventors,' but from people working together. Often over coffee or soft-serve. Fortunate to work with Sanjay and @JeffDean https://t.co/1CoXrhuH8v",508,1,1,0,1,0,2,0,google best stuff comes lone inventors people working together often coffee softserve fortunate work sanjay jeffdean,0.7184,0.32,0.586,0.095
Tue Dec 04 01:47:48 +0000 2018,RT @Gizmodo: Google's virtual Vermeer museum is a legitimately cool use of AR https://t.co/7KVOCnBoEG https://t.co/g2ED57GbBM,64,1,2,1,1,0,1,0,rt gizmodo googles virtual vermeer museum legitimately cool use ar,0.3182,0.204,0.796,0.0
Tue Dec 04 00:34:11 +0000 2018,"RT @Google: In our 48-hour hackathon with @AdaptiveDesign, five kids worked with designers and developers to prototype games to make learni…",210,1,1,0,1,0,0,0,rt google 48hour hackathon adaptivedesign five kids worked designers developers prototype games make learni,0.0,0.0,1.0,0.0
Mon Dec 03 22:48:45 +0000 2018,We're proud to support #CSEdWeek and #HourOfCode with #CSFirst activities like this one - happy coding! https://t.co/jOCCnkEK8Q,66,1,1,0,1,0,22,3,proud support csedweek hourofcode csfirst activities like happy coding,0.9001,0.706,0.294,0.0
Mon Dec 03 04:37:14 +0000 2018,Excited to see the progress in such an important area from @DeepMindAI https://t.co/MoSuiEN9JD,165,1,1,0,1,0,4,0,excited see progress important area deepmindai,0.7184,0.7,0.3,0.0
Sun Dec 02 05:55:03 +0000 2018,RT @MollyJongFast: Watching this makes me 20 percent less depressed. https://t.co/moY1EFlFIy,692,1,1,0,1,0,5,0,rt mollyjongfast watching makes 20 percent less depressed,-0.4601,0.0,0.7,0.3
Sun Dec 02 05:54:11 +0000 2018,RT @FCBarcelona: ⬇️ List of players better than Messi 🐐 https://t.co/kFSrZ0868u,31182,1,1,0,1,0,5,0,rt fcbarcelona list players better messi,0.4404,0.367,0.633,0.0
Sat Dec 01 05:25:29 +0000 2018,@georgepbush Sorry for your loss and may his memory be a blessing,17,1,1,0,1,0,5,0,georgepbush sorry loss may memory blessing,0.1531,0.327,0.306,0.367
Sat Dec 01 05:17:26 +0000 2018,Saddened by the passing of President George H.W. Bush. Thank you for your lifetime of tireless service and leadership to our country. RIP,996,1,1,0,1,0,5,0,saddened passing president george hw bush thank lifetime tireless service leadership country rip,-0.2263,0.148,0.651,0.201
Thu Nov 29 15:39:09 +0000 2018,Libraries are hubs for knowledge &amp; learning in every community - thrilled we’re expanding our partnership with @ALALibrary and working with local libraries to provide #GrowWithGoogle digital skills training across the US. https://t.co/ACLuezqsCh,415,1,1,0,1,0,15,1,libraries hubs knowledge amp learning every community thrilled expanding partnership alalibrary working local libraries provide growwithgoogle digital skills training across us,0.4404,0.127,0.873,0.0
Thu Nov 22 21:46:56 +0000 2018,We're thankful for all of the first responders who continue to battle the wildfires in California and help those who were displaced. There's much more to be done and we’ll stay engaged in support of recovery efforts. https://t.co/EQTyVjCUBc,222,1,1,0,1,0,21,0,thankful first responders continue battle wildfires california help displaced theres much done well stay engaged support recovery efforts,0.8834,0.488,0.421,0.091
Tue Nov 13 18:27:53 +0000 2018,RT @demishassabis: We are immensely proud of all the Streams team has achieved. DeepMind will continue to lead the way in fundamental resea…,102,1,1,0,1,0,18,0,rt demishassabis immensely proud streams team achieved deepmind continue lead way fundamental resea,0.4767,0.205,0.795,0.0
Sun Nov 11 17:16:02 +0000 2018,Thank you to all veterans for your service and for the sacrifices you've made to protect our freedom. Our doodle today honors you and your stories. https://t.co/dhTBsYJaus,356,1,1,0,1,0,17,0,thank veterans service sacrifices youve made protect freedom doodle today honors stories,0.9118,0.612,0.388,0.0
Fri Nov 09 20:40:15 +0000 2018,"We are mobilizing to support those impacted by the #CampFire, #HillFire and #WoolseyFire with SOS Alerts, and committing resources from @googleorg to aid those in need. Our thoughts are with all those displaced by these fires.",320,1,1,0,1,0,20,3,mobilizing support impacted campfire hillfire woolseyfire sos alerts committing resources googleorg aid need thoughts displaced fires,0.4588,0.222,0.778,0.0
Fri Nov 09 06:00:51 +0000 2018,RT @stshank: The @GoogleAI and @googlecloud folks are helping the @nytimes process 5-7 million analog photos from its morgue dating back to…,118,1,1,0,1,0,6,0,rt stshank googleai googlecloud folks helping nytimes process 57 million analog photos morgue dating back,0.296,0.136,0.864,0.0
Tue Nov 06 17:34:13 +0000 2018,RT @Google: Go Vote: Here’s where to find the information you need to make your voice heard on #ElectionDay.,2369,1,1,0,1,0,17,1,rt google go vote heres find information need make voice heard electionday,0.0,0.0,1.0,0.0
Tue Nov 06 06:48:26 +0000 2018,RT @AndrewCrow: Amazing change to Google's site. #GoVote https://t.co/cnQwJp09TI,779,1,2,1,1,0,6,1,rt andrewcrow amazing change googles site govote,0.5859,0.388,0.612,0.0
Mon Oct 29 18:00:52 +0000 2018,"We’re announcing our AI for Social Good program, applying @GoogleAI expertise to projects w/ positive societal impact. We invite researchers &amp; orgs to submit ideas for the #GoogleAI Impact Challenge: @googleorg will fund $25M in grants to chosen projects https://t.co/W3BMoueTYo",1360,1,1,0,1,0,18,1,announcing ai social good program applying googleai expertise projects w positive societal impact invite researchers amp orgs submit ideas googleai impact challenge googleorg fund 25m grants chosen projects,0.8519,0.339,0.661,0.0
Tue Oct 23 05:39:50 +0000 2018,RT @guardian: Google Home Hub review: the smart display to buy https://t.co/SELJ1z7Huh,55,1,1,0,1,0,5,0,rt guardian google home hub review smart display buy,0.4019,0.252,0.748,0.0
Tue Oct 23 03:30:11 +0000 2018,"RT @SusanWojcicki: Proud to share that earlier today, we announced that YouTube is investing $20M in YouTube Learning, a new initiative to…",294,1,1,0,1,0,3,0,rt susanwojcicki proud share earlier today announced youtube investing 20m youtube learning new initiative,0.6486,0.306,0.694,0.0
Mon Oct 22 20:20:21 +0000 2018,"Happy 10th birthday @Android! Many thanks to all of our users, developers and partners around the world! #HBDAndroid https://t.co/62iIGiD5Lv",2097,1,2,1,1,0,20,1,happy 10th birthday android many thanks users developers partners around world hbdandroid,0.765,0.398,0.602,0.0
